domain,_original_idx,TEXT,text_length,word_count,elongation,ironie,insulte,mépris / haine,argot,abréviation,interjection,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,Colère,Dégoût,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilité,Embarras,Fierté,Jalousie,Autre,pred_Colère,pred_Dégoût,pred_Joie,pred_Peur,pred_Surprise,pred_Tristesse,pred_Admiration,pred_Culpabilité,pred_Embarras,pred_Fierté,pred_Jalousie,pred_Autre,proba_Colère,proba_Dégoût,proba_Joie,proba_Peur,proba_Surprise,proba_Tristesse,proba_Admiration,proba_Culpabilité,proba_Embarras,proba_Fierté,proba_Jalousie,proba_Autre,err_Colère,err_Dégoût,err_Joie,err_Peur,err_Surprise,err_Tristesse,err_Admiration,err_Culpabilité,err_Embarras,err_Fierté,err_Jalousie,err_Autre,n_errors_12,hamming_12,jaccard_error_12,weighted_hamming_12,error_category,emotion_density_12,mode_density_4,label_density_19
Obésité,61,question sa te rapporte quoi,28,5,0,0,0,0,0,0,0,conciliator,NAG,,,DFN,ATK,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3211869e-05,1.603791e-06,1.0222554e-05,1.2862386e-05,2.7452392e-05,9.725908e-06,5.0368685e-06,3.647947e-07,2.592005e-07,1.2789067e-06,5.0814794e-08,3.2403812e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,62,mais tema le gueule de paul c trop drole,40,9,0,0,0,1,0,0,0,bully_support,OAG,victim,OTH,ATK,,NEG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002879996,0.0021716314,0.9997054,0.007838526,0.0015755452,0.014559778,3.7709702e-05,0.0004598384,0.009447567,0.014344741,8.074758e-05,0.20754877,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,1,1,4
Obésité,63,sa change quoi a ta vie ????,28,7,0,0,0,0,0,0,0,conciliator,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1765015e-05,2.1064825e-06,1.04446535e-05,1.6814569e-05,2.2041679e-05,1.2269649e-05,5.174022e-06,4.1110675e-07,3.5375902e-07,1.4405717e-06,5.9155006e-08,0.0002440943,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,64,tu l'aurais déjà fais si tu fermé ta gueule,43,9,0,0,1,0,0,0,0,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007506345,0.00012394151,2.8762634e-05,0.00017935192,5.122052e-05,0.00018006853,5.311406e-05,1.785118e-05,2.1713791e-05,1.1197734e-05,4.0709165e-06,0.0023556442,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,65,t'inquiète Paul tu n'est pas gros tu est bien,45,9,0,0,0,0,0,0,0,conciliator,NAG,,,EMP,,POS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00010136136,0.00017830497,0.0004722139,0.9991524,0.00012904698,0.0002069214,2.93171e-05,2.2046159e-05,0.00017712152,0.00020490157,8.607841e-06,0.0040111085,OK,OK,OK,FP,OK,FN,OK,OK,OK,OK,OK,FN,3,0.25,1.0,0.20868565078360837,medium_error,2,2,6
Obésité,66,mais ferme la pierre etles autres la,36,7,0,0,0,0,0,0,0,bully_support,OAG,victim,OTH,ATK,,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3407617e-05,1.4575973e-06,9.700481e-06,1.3635167e-05,2.8834313e-05,9.9225e-06,4.4861667e-06,3.336889e-07,2.3412235e-07,1.1408858e-06,4.656575e-08,2.1091591e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,67,a croire c'est moi j'ai lancé la viedo,38,8,0,0,0,0,0,0,0,bully,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3244847e-05,3.7997052e-06,2.4252178e-05,1.7461245e-05,4.360182e-05,1.914025e-05,1.0016835e-05,8.839978e-07,5.863155e-07,3.5462922e-06,1.4297713e-07,0.0001264132,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,68,vous avez autant pas de vie pour vous melez de la sienne,56,12,0,0,0,1,0,0,0,bully_support,OAG,conciliator,OTH,ATK,EMP,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7649572e-05,5.1518164e-06,2.7175893e-05,1.2148396e-05,2.1236932e-05,2.182099e-05,9.097377e-06,7.635844e-07,9.2132825e-07,2.9709342e-06,1.2468404e-07,0.014929263,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,2,5
Obésité,69,bah oui gros con,16,4,0,0,1,0,0,0,0,victim_support,OAG,bully_support,NCG,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6953023e-05,3.151415e-06,1.9811401e-05,1.3894763e-05,4.269504e-05,1.2206986e-05,8.910612e-06,7.206159e-07,4.4733397e-07,2.9731846e-06,1.1490869e-07,5.7682173e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,70,laisser le tranquille,21,3,0,0,0,0,0,0,0,conciliator,NAG,,,DFN,ATK,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3268513e-05,1.592004e-06,1.1198994e-05,1.3233243e-05,2.7462107e-05,1.0711536e-05,4.773868e-06,3.6644118e-07,2.5682576e-07,1.2704435e-06,5.1270902e-08,2.4025318e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,71,si t'es bien gras paul,22,5,0,0,1,1,0,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8787152e-05,2.4327355e-06,1.41261735e-05,1.2107962e-05,2.7380856e-05,1.0220868e-05,6.0148927e-06,4.829993e-07,3.8157964e-07,1.7242221e-06,7.177497e-08,0.00011108683,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,1,0.08333333333333333,1.0,0.015611872969073962,low_error,1,1,3
Obésité,72,tres gras moi,13,3,0,0,0,0,0,0,0,bully_support,OAG,victim,DNG,AIN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2813646e-05,1.674669e-06,1.1335132e-05,1.2842322e-05,3.2013086e-05,1.0826787e-05,5.1557095e-06,3.869087e-07,2.632002e-07,1.356728e-06,5.5243163e-08,2.6341884e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,73,mais enft julien tes qu'une sous merde,38,7,0,0,1,1,0,0,0,conciliator,OAG,bully_support,DNG,DFN,AIN,NEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6208296e-05,2.7180276e-06,1.6956063e-05,1.3438084e-05,2.7876344e-05,1.3529059e-05,6.157261e-06,5.659395e-07,4.2547094e-07,2.1227327e-06,8.396436e-08,9.1885006e-05,FN,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2,0.16666666666666666,1.0,0.015436912323730892,medium_error,2,1,5
Obésité,74,parle pour toi,14,3,0,0,1,0,0,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2982777e-05,1.5694493e-06,1.0133817e-05,1.2919182e-05,2.7528682e-05,1.0506763e-05,4.82723e-06,3.5712432e-07,2.5408556e-07,1.2095518e-06,4.9796025e-08,2.9024479e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,75,mais frere on a besoin de 2 pokeflute pour te réveiller,55,11,0,1,1,1,0,0,0,victim_support,CAG,bully,DNG,DFN,ATK,NEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239963e-05,2.3051314e-06,1.4738056e-05,1.3209489e-05,2.7304977e-05,1.5218838e-05,5.828529e-06,5.085329e-07,3.829277e-07,1.7209775e-06,7.295729e-08,8.11113e-05,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.01209920155103232,low_error,1,1,4
Obésité,76,ok d acoord tg,14,4,0,0,1,0,1,1,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3204237e-05,1.7171936e-06,1.0869855e-05,1.3538573e-05,2.9267489e-05,1.0175701e-05,5.1116663e-06,3.916603e-07,2.7423934e-07,1.3738078e-06,5.5491444e-08,3.071268e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,77,mais arrêtetu vois pas t'es 4 fois plus gros que lui,52,11,0,0,1,1,0,0,1,victim_support,OAG,bully,DNG,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9946444,0.0011507778,0.00013534102,0.0003384271,0.0021116312,0.00015859598,3.4144206e-05,6.258116e-05,0.0002017057,4.092946e-05,1.9367322e-05,0.0029532937,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,1,1,4
Obésité,78,mdrrrrrr,8,1,0,0,1,0,1,1,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3528202e-05,3.3338113e-06,1.9706124e-05,1.2719316e-05,3.1370604e-05,1.731263e-05,7.815135e-06,7.743063e-07,5.6859636e-07,2.265266e-06,1.1690639e-07,4.8159054e-05,OK,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.03226453746941952,low_error,1,1,4
Obésité,79,et toi t quoi pierre,20,5,0,0,0,1,0,0,0,bully,OAG,conciliator,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00021532418,5.2622254e-05,4.4982695e-05,0.000428998,6.314159e-05,7.216049e-05,2.8200007e-05,3.9802153e-06,1.6367681e-05,7.394534e-06,1.1075734e-06,0.9773433,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,1,0.08333333333333333,1.0,0.015611872969073962,low_error,0,0,0
Obésité,80,oh quel répartie Julien,23,4,0,1,0,1,0,0,1,victim_support,CAG,bully_support,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2638594e-05,1.4480621e-06,9.563588e-06,1.3617079e-05,2.8349605e-05,9.29761e-06,4.477123e-06,3.2624075e-07,2.3228712e-07,1.1386533e-06,4.557355e-08,2.5098961e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,81,parle pas quand tu ressemble a rien brice,41,8,0,0,1,1,0,0,0,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.070232e-05,8.288818e-06,2.385218e-05,2.0710615e-05,4.8772035e-05,1.8460558e-05,1.4268554e-05,1.6142146e-06,1.1808872e-06,4.8934376e-06,2.907701e-07,0.00021364847,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,82,parler d'autre chose c'est bon arrete d'insulter,48,7,0,0,1,0,0,0,0,conciliator,NAG,,,CR,,NEU,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.67387474,0.024440037,0.003931891,0.15827808,0.0003313475,0.0020118868,0.004957924,0.014012241,0.8088001,0.00983728,0.0018081993,0.069671474,OK,OK,OK,OK,OK,OK,OK,OK,FP,OK,OK,OK,1,0.08333333333333333,0.5,0.12393548323720686,low_error,1,1,4
Obésité,83,justine jtraime bien mais mentir c mal bb tu sais,49,10,0,0,0,0,0,0,0,bully_support,CAG,victim_support,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.51464504,0.014331996,0.00033067656,0.0042374204,0.000176687,0.0050301105,0.00011324561,0.0010137284,0.01807272,0.00041202476,0.0002348506,0.96826273,FP,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,0.5,0.003337710772698571,low_error,1,1,3
Obésité,84,wsh dosez,9,2,0,0,0,0,1,0,1,conciliator,OAG,bully,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3255537e-05,1.5984987e-06,1.0866373e-05,1.3270627e-05,2.950187e-05,9.9754525e-06,4.8332554e-06,3.6422463e-07,2.5198997e-07,1.2865338e-06,5.156522e-08,2.4736773e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,85,selena maginfique repartie tu sais,34,5,0,1,0,1,0,0,0,bully_support,CAG,victim_support,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2741679e-05,1.6053733e-06,1.0589521e-05,1.3049533e-05,2.744493e-05,1.017871e-05,4.8880743e-06,3.64857e-07,2.588571e-07,1.2707318e-06,5.1158768e-08,3.0435342e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,86,imaginez c'était vous a sa place,32,6,0,0,0,0,0,0,0,conciliator,OAG,bully,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1382908e-05,6.249066e-06,2.4134282e-05,2.857203e-05,4.0311887e-05,2.2879845e-05,1.3180797e-05,1.2302844e-06,1.0379507e-06,4.2376755e-06,2.1588758e-07,0.0010447899,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,87,ok stv mon sang,15,4,0,0,0,1,1,1,0,bully,CAG,conciliator,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2412194e-05,1.827291e-06,1.2776807e-05,1.2348462e-05,3.35424e-05,1.1228713e-05,5.4270045e-06,4.1654505e-07,2.7877135e-07,1.5121427e-06,6.023091e-08,3.1759817e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,88,Laisse tomber Josiane.. Ils sont cons ils entendent rien..,58,9,0,0,1,1,0,0,0,victim,OAG,bully,NCG,DFN,CR,NEG,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9852213,0.015159506,0.0009357852,0.022943834,0.0008066822,0.020701984,1.3903868e-05,0.000555927,0.0020261875,0.000494524,0.00015041744,0.010721387,OK,OK,OK,OK,OK,FN,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,0.5,0.06913829457732755,low_error,2,2,6
Obésité,89,t'aimerais bien qu'on te le fasse?,34,6,0,0,0,0,0,0,0,victim_support,OAG,bully,THR,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0001443745,3.3559936e-05,0.000115963565,0.00013480689,0.00010685648,6.721539e-05,5.467138e-05,2.488522e-06,1.1003671e-05,7.1864256e-06,7.2504696e-07,0.9984913,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,1,1,4
Obésité,90,inshaallah que non,18,3,0,0,0,0,0,0,0,bully_support,OAG,victim,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2904173e-05,1.7486358e-06,1.1480455e-05,1.4073006e-05,3.166531e-05,1.0859101e-05,5.047e-06,3.994967e-07,2.7047577e-07,1.4166441e-06,5.773643e-08,2.6480566e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,91,alala c arabes,14,3,0,0,0,1,0,0,1,conciliator,CAG,bully_support,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.953632e-05,8.4877305e-05,0.0022173251,5.1554038e-05,0.00071259274,0.000102827296,0.0001033414,8.306742e-06,1.5587466e-05,4.298723e-05,2.8668665e-06,0.977371,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,1,0.08333333333333333,1.0,0.015611872969073962,low_error,0,0,0
Obésité,92,c muslims plutot,16,3,0,0,0,1,0,0,0,bully_support,CAG,conciliator,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2970278e-05,1.5821674e-06,1.0384524e-05,1.2641547e-05,2.8497469e-05,9.762084e-06,4.7669437e-06,3.54332e-07,2.5094127e-07,1.2316261e-06,4.959792e-08,3.0569146e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,93,perso je ressemble pas a paul donc ça risque pas de m'arriveer,62,12,1,0,0,1,0,0,0,bully,OAG,victim,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573195e-05,3.1452237e-06,1.3773243e-05,1.7618328e-05,3.0295589e-05,1.76272e-05,7.3433107e-06,6.621445e-07,5.431041e-07,1.982902e-06,1.01318214e-07,0.00022849732,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,94,ta résons toi t con,19,5,0,0,1,1,0,0,0,victim_support,OAG,bully,NCG,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0004159735,6.563942e-05,0.00028900267,6.7380905e-05,1.9415069e-05,5.8443606e-05,2.3316308e-05,5.278239e-06,2.1473068e-05,1.5992098e-05,1.1324448e-06,0.94291484,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,1,1,4
Obésité,95,parler pas des religions c'est pas bien,39,7,0,0,0,0,0,0,0,conciliator,NAG,,,CNS,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72534e-05,4.6703362e-06,1.5907193e-05,1.622051e-05,3.4338005e-05,1.9249952e-05,9.015561e-06,9.207758e-07,7.2208593e-07,2.6826854e-06,1.4961769e-07,0.00026969044,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,96,brice de nice?,14,3,0,0,0,0,0,0,0,victim_support,CAG,bully,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3051178e-05,1.5197747e-06,1.0245959e-05,1.3891582e-05,2.886865e-05,1.0172286e-05,4.611609e-06,3.4769474e-07,2.4199414e-07,1.2038945e-06,4.9018215e-08,2.2152757e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,97,tous les meme les arabes frr,28,6,0,0,0,1,1,1,0,bully_support,CAG,victim_support,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3551269e-05,1.8895954e-06,1.2348027e-05,1.2961411e-05,3.1831438e-05,1.1361397e-05,5.5379114e-06,4.281529e-07,2.8639704e-07,1.5334527e-06,6.235025e-08,3.2370484e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,98,*raison mon sang,16,3,0,0,0,1,1,0,0,bully,NAG,,,OTH,DFN,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1997983e-05,1.752504e-06,1.1587169e-05,1.3610186e-05,3.1799336e-05,1.0835483e-05,5.2755972e-06,4.0380633e-07,2.7702194e-07,1.4444208e-06,5.7762094e-08,3.0907922e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,99,ta raison josianne smeh,23,4,0,0,0,0,0,0,1,conciliator,NAG,,,EMP,CNS,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3041235e-05,2.096814e-06,1.4134933e-05,1.1660842e-05,3.295205e-05,1.2212611e-05,6.0426855e-06,4.768467e-07,3.2563992e-07,1.6707527e-06,6.9376675e-08,4.6905843e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,100,:') :'),7,2,0,0,0,0,0,0,0,bully_support,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2605131e-05,1.7461927e-06,1.0480353e-05,1.5544609e-05,2.5178337e-05,1.1383446e-05,4.797848e-06,3.956012e-07,2.9292937e-07,1.3280666e-06,5.519892e-08,3.6318244e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,101,paul t arabe ?,14,4,0,0,0,0,0,0,0,bully_support,CAG,victim,OTH,ATK,,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3342707e-05,1.6305611e-06,1.0585108e-05,1.3912118e-05,3.100295e-05,1.0338113e-05,4.8021e-06,3.7079178e-07,2.550484e-07,1.2876029e-06,5.3107172e-08,2.369405e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,102,Mais putain mais c'est quoi ton problème !,42,8,0,0,0,0,0,0,1,victim,NAG,,,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7080591,0.0006502678,0.0005930609,0.0018383178,0.24016798,0.0003085748,3.9858824e-05,4.699082e-05,8.958694e-05,2.3035158e-05,2.4865223e-05,0.003966443,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,1,1,4
Obésité,103,au pire blc c'est juste un gros tat,35,8,0,0,1,1,1,1,0,bully,OAG,victim,DNG,ATK,DFN,NEG,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2607031e-05,1.6799252e-06,1.1218471e-05,1.3072814e-05,3.0940155e-05,1.0681412e-05,5.181894e-06,3.8600837e-07,2.6303763e-07,1.3778412e-06,5.4944103e-08,2.8633976e-05,FN,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,3,0.25,1.0,0.031048785292804852,medium_error,3,1,6
Obésité,104,je veux rayer les sous merde de la carte,40,9,0,0,1,1,0,0,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00011058597,2.655613e-05,9.986306e-05,6.310457e-05,5.0428862e-05,0.000118264004,2.690703e-05,1.9775878e-06,7.4009404e-06,5.274591e-06,4.8419935e-07,0.99473214,FN,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,3,0.25,1.0,0.031048785292804852,medium_error,2,1,5
Obésité,105,tg brice,8,2,0,0,0,0,1,1,1,conciliator,OAG,bully,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34655365e-05,1.6299796e-06,1.0510461e-05,1.3758421e-05,3.1100342e-05,1.0101658e-05,5.067966e-06,3.7683066e-07,2.568625e-07,1.3100167e-06,5.39258e-08,2.3758945e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,106,paul ignore leporte pleinte,27,4,0,0,0,0,0,0,0,victim_support,NAG,,,EMP,DFN,NEU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3093937e-05,1.6469157e-06,1.1969754e-05,1.2424084e-05,3.2299133e-05,1.0484991e-05,4.909274e-06,3.7585585e-07,2.527727e-07,1.3572522e-06,5.332826e-08,2.5610585e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,107,et t en fais part,17,5,0,0,0,0,0,0,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6712813e-05,1.9946042e-06,1.2706997e-05,1.5979536e-05,2.6786494e-05,1.1140758e-05,5.7838383e-06,4.622312e-07,3.2226228e-07,1.6164761e-06,6.7635916e-08,2.4069739e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,108,Apprends à écrire français brice ..,35,6,0,0,0,0,0,0,0,victim,CAG,bully,DNG,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2455166e-05,1.579002e-06,1.0781913e-05,1.2539081e-05,2.7510418e-05,1.02902495e-05,4.7146123e-06,3.5373637e-07,2.531891e-07,1.231201e-06,4.9270277e-08,3.254562e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
