antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'INTENTION=ATK', 'insulte=1'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=DFN', 'HATE=OAG', 'mépris / haine=1'})",0.16463414634146342,0.1951219512195122,0.09146341463414634,0.5555555555555555,2.847222222222222,1.0,0.05933967876264128,1.8109756097560974,0.7766423357664234,0.3409090909090909,0.44781144781144766,0.5121527777777777
"frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'insulte=1'})","frozenset({'HATE=OAG', 'INTENTION=DFN'})",0.13414634146341464,0.25609756097560976,0.0975609756097561,0.7272727272727273,2.83982683982684,1.0,0.0632064247471743,2.7276422764227646,0.7482394366197184,0.3333333333333333,0.6333830104321908,0.5541125541125541
"frozenset({'ROLE=victim_support', 'TARGET=bully'})","frozenset({'HATE=OAG', 'INTENTION=DFN'})",0.13414634146341464,0.25609756097560976,0.0975609756097561,0.7272727272727273,2.83982683982684,1.0,0.0632064247471743,2.7276422764227646,0.7482394366197184,0.3333333333333333,0.6333830104321908,0.5541125541125541
"frozenset({'ROLE=victim_support', 'TARGET=bully'})","frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=DFN'})",0.13414634146341464,0.25609756097560976,0.0975609756097561,0.7272727272727273,2.83982683982684,1.0,0.0632064247471743,2.7276422764227646,0.7482394366197184,0.3333333333333333,0.6333830104321908,0.5541125541125541
"frozenset({'SENTIMENT=NEG', 'ROLE=victim_support', 'TARGET=bully'})","frozenset({'HATE=OAG', 'INTENTION=DFN'})",0.13414634146341464,0.25609756097560976,0.0975609756097561,0.7272727272727273,2.83982683982684,1.0,0.0632064247471743,2.7276422764227646,0.7482394366197184,0.3333333333333333,0.6333830104321908,0.5541125541125541
"frozenset({'HATE=OAG', 'TARGET=bully'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.18902439024390244,0.34146341463414637,0.18292682926829268,0.9677419354838709,2.8341013824884786,1.0,0.11838191552647233,20.41463414634141,0.7979949874686716,0.5263157894736842,0.951015531660693,0.7517281105990783
"frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})","frozenset({'HATE=OAG', 'TARGET=bully'})",0.34146341463414637,0.18902439024390244,0.18292682926829268,0.5357142857142856,2.8341013824884786,1.0,0.11838191552647233,1.7467166979362099,0.9827160493827162,0.5263157894736842,0.4274973147153596,0.7517281105990783
"frozenset({'ROLE=victim_support', 'INTENTION=DFN'})","frozenset({'SENTIMENT=NEG', 'domain=Religion'})",0.17073170731707318,0.17682926829268292,0.08536585365853659,0.5,2.827586206896552,1.0,0.05517549077929804,1.6463414634146343,0.7794117647058825,0.3255813953488373,0.39259259259259255,0.4913793103448276
frozenset({'TARGET=bully'}),"frozenset({'SENTIMENT=NEG', 'domain=Religion'})",0.23170731707317074,0.17682926829268292,0.11585365853658537,0.5,2.827586206896552,1.0,0.0748810232004759,1.6463414634146343,0.8412698412698412,0.3958333333333333,0.39259259259259255,0.5775862068965517
"frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'text_long'})","frozenset({'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})",0.1951219512195122,0.17682926829268292,0.0975609756097561,0.5,2.827586206896552,1.0,0.06305770374776919,1.6463414634146343,0.8030303030303029,0.3555555555555555,0.39259259259259255,0.5258620689655172
"frozenset({'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'text_long'})",0.17682926829268292,0.1951219512195122,0.0975609756097561,0.5517241379310345,2.8275862068965516,1.0,0.06305770374776919,1.7954971857410882,0.7851851851851851,0.3555555555555555,0.44305120167189127,0.5258620689655172
"frozenset({'SENTIMENT=NEG', 'domain=Religion'})",frozenset({'TARGET=bully'}),0.17682926829268292,0.23170731707317074,0.11585365853658537,0.6551724137931034,2.8275862068965516,1.0,0.0748810232004759,2.228048780487805,0.7851851851851851,0.3958333333333333,0.5511767925561029,0.5775862068965517
"frozenset({'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'CONTEXT=ATK'})",0.1402439024390244,0.2926829268292683,0.11585365853658537,0.8260869565217389,2.8224637681159415,1.0,0.07480666270077335,4.067073170731702,0.7510265024262784,0.3653846153846154,0.7541229385307344,0.6109601449275361
"frozenset({'VERBAL_ABUSE=OTH', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'CONTEXT=ATK'})",0.1402439024390244,0.2926829268292683,0.11585365853658537,0.8260869565217389,2.8224637681159415,1.0,0.07480666270077335,4.067073170731702,0.7510265024262784,0.3653846153846154,0.7541229385307344,0.6109601449275361
"frozenset({'domain=Religion', 'INTENTION=DFN', 'TARGET=bully'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.11585365853658537,0.3170731707317073,0.10365853658536585,0.8947368421052632,2.8218623481781377,1.0,0.06692444973230219,6.48780487804878,0.7302231237322514,0.31481481481481477,0.8458646616541355,0.61082995951417
"frozenset({'domain=Religion', 'TARGET=bully'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.11585365853658537,0.3170731707317073,0.10365853658536585,0.8947368421052632,2.8218623481781377,1.0,0.06692444973230219,6.48780487804878,0.7302231237322514,0.31481481481481477,0.8458646616541355,0.61082995951417
"frozenset({'CONTEXT=ATK', 'text_long', 'mépris / haine=1'})","frozenset({'INTENTION=DFN', 'TARGET=bully'})",0.13414634146341464,0.22560975609756098,0.08536585365853659,0.6363636363636365,2.820638820638821,1.0,0.055101130279595484,2.129573170731708,0.7454728370221327,0.31111111111111117,0.53042233357194,0.5073710073710074
"frozenset({'CONTEXT=ATK', 'text_long', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'TARGET=bully'})",0.13414634146341464,0.22560975609756098,0.08536585365853659,0.6363636363636365,2.820638820638821,1.0,0.055101130279595484,2.129573170731708,0.7454728370221327,0.31111111111111117,0.53042233357194,0.5073710073710074
"frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'text_long', 'mépris / haine=1'})","frozenset({'INTENTION=DFN', 'TARGET=bully'})",0.13414634146341464,0.22560975609756098,0.08536585365853659,0.6363636363636365,2.820638820638821,1.0,0.055101130279595484,2.129573170731708,0.7454728370221327,0.31111111111111117,0.53042233357194,0.5073710073710074
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.15853658536585366,0.34146341463414637,0.1524390243902439,0.9615384615384615,2.8159340659340653,1.0,0.09830458060678167,17.121951219512155,0.7663768115942029,0.4385964912280702,0.9415954415954415,0.7039835164835164
"frozenset({'SENTIMENT=NEG', 'ROLE=victim_support', 'text_long'})","frozenset({'INTENTION=DFN', 'CONTEXT=ATK'})",0.10365853658536585,0.2926829268292683,0.08536585365853659,0.8235294117647061,2.813725490196079,1.0,0.05502676977989293,4.008130081300817,0.7191448007774539,0.2745098039215687,0.750507099391481,0.5575980392156864
"frozenset({'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})","frozenset({'HATE=OAG', 'INTENTION=DFN'})",0.1524390243902439,0.25609756097560976,0.10975609756097561,0.7200000000000001,2.811428571428572,1.0,0.07071683521713265,2.6567944250871087,0.7601918465227817,0.36734693877551017,0.6236065573770493,0.5742857142857143
"frozenset({'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})","frozenset({'HATE=OAG', 'INTENTION=DFN'})",0.1524390243902439,0.25609756097560976,0.10975609756097561,0.7200000000000001,2.811428571428572,1.0,0.07071683521713265,2.6567944250871087,0.7601918465227817,0.36734693877551017,0.6236065573770493,0.5742857142857143
"frozenset({'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})","frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=DFN'})",0.1524390243902439,0.25609756097560976,0.10975609756097561,0.7200000000000001,2.811428571428572,1.0,0.07071683521713265,2.6567944250871087,0.7601918465227817,0.36734693877551017,0.6236065573770493,0.5742857142857143
"frozenset({'TARGET=bully', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.14634146341463414,0.34146341463414637,0.1402439024390244,0.9583333333333335,2.806547619047619,1.0,0.09027364663890543,15.804878048780543,0.7540372670807455,0.40350877192982465,0.9367283950617286,0.6845238095238096
"frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'insulte=1'})","frozenset({'HATE=OAG', 'CONTEXT=ATK'})",0.14634146341463414,0.23780487804878048,0.0975609756097561,0.6666666666666667,2.8034188034188037,1.0,0.06276026174895896,2.286585365853659,0.7535714285714287,0.3404255319148936,0.5626666666666668,0.5384615384615385
"frozenset({'INTENTION=DFN', 'text_long'})","frozenset({'TARGET=bully', 'CONTEXT=ATK'})",0.23780487804878048,0.18292682926829268,0.12195121951219512,0.5128205128205128,2.8034188034188032,1.0,0.07845032718619868,1.677150192554557,0.8439999999999999,0.40816326530612246,0.40375047837734396,0.5897435897435896
"frozenset({'TARGET=bully', 'CONTEXT=ATK'})","frozenset({'INTENTION=DFN', 'text_long'})",0.18292682926829268,0.23780487804878048,0.12195121951219512,0.6666666666666666,2.8034188034188032,1.0,0.07845032718619868,2.286585365853658,0.7873134328358208,0.40816326530612246,0.5626666666666666,0.5897435897435896
"frozenset({'INTENTION=DFN', 'text_long'})","frozenset({'SENTIMENT=NEG', 'TARGET=bully', 'CONTEXT=ATK'})",0.23780487804878048,0.18292682926829268,0.12195121951219512,0.5128205128205128,2.8034188034188032,1.0,0.07845032718619868,1.677150192554557,0.8439999999999999,0.40816326530612246,0.40375047837734396,0.5897435897435896
"frozenset({'SENTIMENT=NEG', 'TARGET=bully', 'CONTEXT=ATK'})","frozenset({'INTENTION=DFN', 'text_long'})",0.18292682926829268,0.23780487804878048,0.12195121951219512,0.6666666666666666,2.8034188034188032,1.0,0.07845032718619868,2.286585365853658,0.7873134328358208,0.40816326530612246,0.5626666666666666,0.5897435897435896
"frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'mépris / haine=1'})",0.18902439024390244,0.2073170731707317,0.10975609756097561,0.5806451612903226,2.800759013282733,1.0,0.07056811421772755,1.8902439024390247,0.7928153717627402,0.38297872340425526,0.47096774193548396,0.5550284629981025
"frozenset({'HATE=OAG', 'TARGET=bully'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'mépris / haine=1'})",0.18902439024390244,0.2073170731707317,0.10975609756097561,0.5806451612903226,2.800759013282733,1.0,0.07056811421772755,1.8902439024390247,0.7928153717627402,0.38297872340425526,0.47096774193548396,0.5550284629981025
"frozenset({'HATE=OAG', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'mépris / haine=1'})",0.18902439024390244,0.2073170731707317,0.10975609756097561,0.5806451612903226,2.800759013282733,1.0,0.07056811421772755,1.8902439024390247,0.7928153717627402,0.38297872340425526,0.47096774193548396,0.5550284629981025
"frozenset({'INTENTION=DFN', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'TARGET=bully'})",0.2073170731707317,0.18902439024390244,0.10975609756097561,0.5294117647058824,2.8007590132827325,1.0,0.07056811421772755,1.7233231707317074,0.8111111111111111,0.38297872340425526,0.41972578505086244,0.5550284629981025
"frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'mépris / haine=1'})","frozenset({'HATE=OAG', 'TARGET=bully'})",0.2073170731707317,0.18902439024390244,0.10975609756097561,0.5294117647058824,2.8007590132827325,1.0,0.07056811421772755,1.7233231707317074,0.8111111111111111,0.38297872340425526,0.41972578505086244,0.5550284629981025
"frozenset({'INTENTION=DFN', 'mépris / haine=1'})","frozenset({'HATE=OAG', 'TARGET=bully'})",0.2073170731707317,0.18902439024390244,0.10975609756097561,0.5294117647058824,2.8007590132827325,1.0,0.07056811421772755,1.7233231707317074,0.8111111111111111,0.38297872340425526,0.41972578505086244,0.5550284629981025
"frozenset({'ROLE=victim_support', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'CONTEXT=ATK'})",0.13414634146341464,0.2926829268292683,0.10975609756097561,0.8181818181818181,2.7954545454545454,1.0,0.07049375371802499,3.890243902439023,0.7417840375586855,0.34615384615384615,0.7429467084639497,0.5965909090909091
"frozenset({'TARGET=bully', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.14634146341463414,0.2682926829268293,0.10975609756097561,0.75,2.7954545454545454,1.0,0.07049375371802499,2.926829268292683,0.7523809523809525,0.35999999999999993,0.6583333333333333,0.5795454545454546
"frozenset({'SENTIMENT=NEG', 'ROLE=victim_support', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'CONTEXT=ATK'})",0.13414634146341464,0.2926829268292683,0.10975609756097561,0.8181818181818181,2.7954545454545454,1.0,0.07049375371802499,3.890243902439023,0.7417840375586855,0.34615384615384615,0.7429467084639497,0.5965909090909091
"frozenset({'HATE=OAG', 'TARGET=bully', 'text_long'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.12804878048780488,0.34146341463414637,0.12195121951219512,0.9523809523809522,2.7891156462585025,1.0,0.07822724568709101,13.829268292682878,0.7356643356643356,0.3508771929824561,0.927689594356261,0.6547619047619047
"frozenset({'CONTEXT=DFN', 'HATE=OAG', 'domain=Obésité'})","frozenset({'mépris / haine=1', 'INTENTION=ATK'})",0.08536585365853659,0.3597560975609756,0.08536585365853659,1.0,2.7796610169491527,1.0,0.05465496728138014,inf,0.7000000000000001,0.23728813559322037,1.0,0.6186440677966102
"frozenset({'CONTEXT=DFN', 'HATE=OAG', 'domain=Obésité'})","frozenset({'SENTIMENT=NEG', 'mépris / haine=1', 'INTENTION=ATK'})",0.08536585365853659,0.3597560975609756,0.08536585365853659,1.0,2.7796610169491527,1.0,0.05465496728138014,inf,0.7000000000000001,0.23728813559322037,1.0,0.6186440677966102
"frozenset({'SENTIMENT=NEG', 'CONTEXT=DFN', 'HATE=OAG', 'domain=Obésité'})","frozenset({'mépris / haine=1', 'INTENTION=ATK'})",0.08536585365853659,0.3597560975609756,0.08536585365853659,1.0,2.7796610169491527,1.0,0.05465496728138014,inf,0.7000000000000001,0.23728813559322037,1.0,0.6186440677966102
"frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'mépris / haine=1'})",frozenset({'ROLE=victim_support'}),0.2073170731707317,0.20121951219512196,0.11585365853658537,0.5588235294117647,2.777183600713012,1.0,0.07413741820345032,1.8105691056910571,0.8072874493927124,0.3958333333333333,0.447687471935339,0.5672905525846702
frozenset({'ROLE=victim_support'}),"frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'mépris / haine=1'})",0.20121951219512196,0.2073170731707317,0.11585365853658537,0.5757575757575757,2.777183600713012,1.0,0.07413741820345032,1.8684668989547035,0.8011249497790276,0.3958333333333333,0.46480186480186475,0.5672905525846702
frozenset({'ROLE=victim_support'}),"frozenset({'INTENTION=DFN', 'mépris / haine=1'})",0.20121951219512196,0.2073170731707317,0.11585365853658537,0.5757575757575757,2.777183600713012,1.0,0.07413741820345032,1.8684668989547035,0.8011249497790276,0.3958333333333333,0.46480186480186475,0.5672905525846702
"frozenset({'INTENTION=DFN', 'mépris / haine=1'})",frozenset({'ROLE=victim_support'}),0.2073170731707317,0.20121951219512196,0.11585365853658537,0.5588235294117647,2.777183600713012,1.0,0.07413741820345032,1.8105691056910571,0.8072874493927124,0.3958333333333333,0.447687471935339,0.5672905525846702
"frozenset({'HATE=OAG', 'TARGET=bully', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.11585365853658537,0.34146341463414637,0.10975609756097561,0.9473684210526316,2.774436090225564,1.0,0.07019631171921475,12.512195121951232,0.7233716475095786,0.3157894736842105,0.9200779727095517,0.6343984962406015
"frozenset({'HATE=OAG', 'ROLE=victim_support'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.11585365853658537,0.34146341463414637,0.10975609756097561,0.9473684210526316,2.774436090225564,1.0,0.07019631171921475,12.512195121951232,0.7233716475095786,0.3157894736842105,0.9200779727095517,0.6343984962406015
"frozenset({'TARGET=bully', 'text_long', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.11585365853658537,0.34146341463414637,0.10975609756097561,0.9473684210526316,2.774436090225564,1.0,0.07019631171921475,12.512195121951232,0.7233716475095786,0.3157894736842105,0.9200779727095517,0.6343984962406015
"frozenset({'HATE=OAG', 'INTENTION=DFN', 'mépris / haine=1'})",frozenset({'TARGET=bully'}),0.17073170731707318,0.23170731707317074,0.10975609756097561,0.6428571428571428,2.7744360902255636,1.0,0.07019631171921475,2.1512195121951216,0.7712418300653595,0.37499999999999994,0.5351473922902493,0.5582706766917294
"frozenset({'HATE=OAG', 'INTENTION=DFN', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'TARGET=bully'})",0.17073170731707318,0.23170731707317074,0.10975609756097561,0.6428571428571428,2.7744360902255636,1.0,0.07019631171921475,2.1512195121951216,0.7712418300653595,0.37499999999999994,0.5351473922902493,0.5582706766917294
"frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=DFN', 'mépris / haine=1'})",frozenset({'TARGET=bully'}),0.17073170731707318,0.23170731707317074,0.10975609756097561,0.6428571428571428,2.7744360902255636,1.0,0.07019631171921475,2.1512195121951216,0.7712418300653595,0.37499999999999994,0.5351473922902493,0.5582706766917294
"frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'text_long'})","frozenset({'INTENTION=DFN', 'TARGET=bully'})",0.1951219512195122,0.22560975609756098,0.12195121951219512,0.625,2.77027027027027,1.0,0.07792980368828079,2.065040650406504,0.793939393939394,0.4081632653061224,0.515748031496063,0.5827702702702702
"frozenset({'INTENTION=DFN', 'TARGET=bully'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'text_long'})",0.22560975609756098,0.1951219512195122,0.12195121951219512,0.5405405405405405,2.7702702702702697,1.0,0.07792980368828079,1.7517934002869437,0.8251968503937007,0.4081632653061224,0.42915642915642904,0.5827702702702702
frozenset({'TARGET=bully'}),"frozenset({'INTENTION=DFN', 'text_long'})",0.23170731707317074,0.23780487804878048,0.1524390243902439,0.6578947368421052,2.7665317139001346,1.0,0.09733789411064842,2.2279549718574105,0.831111111111111,0.48076923076923084,0.5511578947368421,0.6494601889338731
"frozenset({'INTENTION=DFN', 'text_long'})",frozenset({'TARGET=bully'}),0.23780487804878048,0.23170731707317074,0.1524390243902439,0.641025641025641,2.7665317139001346,1.0,0.09733789411064842,2.1402439024390243,0.83776,0.48076923076923084,0.5327635327635327,0.6494601889338731
"frozenset({'SENTIMENT=NEG', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'text_long'})",0.23170731707317074,0.23780487804878048,0.1524390243902439,0.6578947368421052,2.7665317139001346,1.0,0.09733789411064842,2.2279549718574105,0.831111111111111,0.48076923076923084,0.5511578947368421,0.6494601889338731
"frozenset({'INTENTION=DFN', 'text_long'})","frozenset({'SENTIMENT=NEG', 'TARGET=bully'})",0.23780487804878048,0.23170731707317074,0.1524390243902439,0.641025641025641,2.7665317139001346,1.0,0.09733789411064842,2.1402439024390243,0.83776,0.48076923076923084,0.5327635327635327,0.6494601889338731
"frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})","frozenset({'HATE=OAG', 'TARGET=bully'})",0.2682926829268293,0.18902439024390244,0.1402439024390244,0.5227272727272728,2.765395894428153,1.0,0.08953004164187985,1.6991869918699192,0.8724637681159421,0.44230769230769235,0.41148325358851684,0.6323313782991203
"frozenset({'HATE=OAG', 'TARGET=bully'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.18902439024390244,0.2682926829268293,0.1402439024390244,0.7419354838709679,2.7653958944281527,1.0,0.08953004164187985,2.835365853658538,0.7871853546910755,0.44230769230769235,0.6473118279569894,0.6323313782991203
"frozenset({'VERBAL_ABUSE=OTH', 'TARGET=bully', 'INTENTION=DFN', 'text_long'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.0975609756097561,0.3170731707317073,0.08536585365853659,0.8750000000000001,2.759615384615385,1.0,0.05443188578227246,5.463414634146345,0.7065637065637066,0.25925925925925924,0.816964285714286,0.5721153846153847
"frozenset({'ROLE=victim_support', 'INTENTION=DFN', 'text_long'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.0975609756097561,0.3170731707317073,0.08536585365853659,0.8750000000000001,2.759615384615385,1.0,0.05443188578227246,5.463414634146345,0.7065637065637066,0.25925925925925924,0.816964285714286,0.5721153846153847
"frozenset({'VERBAL_ABUSE=OTH', 'TARGET=bully', 'text_long'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.0975609756097561,0.3170731707317073,0.08536585365853659,0.8750000000000001,2.759615384615385,1.0,0.05443188578227246,5.463414634146345,0.7065637065637066,0.25925925925925924,0.816964285714286,0.5721153846153847
"frozenset({'domain=Racisme', 'TARGET=victim'})","frozenset({'SENTIMENT=NEG', 'ROLE=bully_support', 'mépris / haine=1'})",0.10365853658536585,0.29878048780487804,0.08536585365853659,0.8235294117647061,2.7563025210084042,1.0,0.05439470553242119,3.9735772357723618,0.7108843537414967,0.2692307692307693,0.7483375959079286,0.5546218487394959
"frozenset({'VERBAL_ABUSE=OTH', 'ROLE=victim_support'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.10365853658536585,0.34146341463414637,0.0975609756097561,0.9411764705882354,2.7563025210084033,1.0,0.06216537775133849,11.19512195121953,0.7108843537414966,0.28070175438596495,0.9106753812636169,0.6134453781512605
"frozenset({'ROLE=victim_support', 'INTENTION=DFN'})","frozenset({'CONTEXT=ATK', 'mépris / haine=1'})",0.17073170731707318,0.2073170731707317,0.0975609756097561,0.5714285714285714,2.7563025210084033,1.0,0.06216537775133849,1.8495934959349594,0.7683823529411765,0.34782608695652173,0.4593406593406593,0.5210084033613446
"frozenset({'SENTIMENT=NEG', 'ROLE=victim_support'})","frozenset({'CONTEXT=ATK', 'mépris / haine=1'})",0.17073170731707318,0.2073170731707317,0.0975609756097561,0.5714285714285714,2.7563025210084033,1.0,0.06216537775133849,1.8495934959349594,0.7683823529411765,0.34782608695652173,0.4593406593406593,0.5210084033613446
"frozenset({'ROLE=victim_support', 'INTENTION=DFN'})","frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'mépris / haine=1'})",0.17073170731707318,0.2073170731707317,0.0975609756097561,0.5714285714285714,2.7563025210084033,1.0,0.06216537775133849,1.8495934959349594,0.7683823529411765,0.34782608695652173,0.4593406593406593,0.5210084033613446
"frozenset({'VERBAL_ABUSE=OTH', 'CONTEXT=ATK', 'text_long'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.10365853658536585,0.34146341463414637,0.0975609756097561,0.9411764705882354,2.7563025210084033,1.0,0.06216537775133849,11.19512195121953,0.7108843537414966,0.28070175438596495,0.9106753812636169,0.6134453781512605
"frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'ROLE=bully'})","frozenset({'TARGET=victim', 'mépris / haine=1', 'INTENTION=ATK'})",0.13414634146341464,0.2804878048780488,0.10365853658536585,0.7727272727272727,2.7549407114624502,1.0,0.0660321237358715,3.165853658536585,0.7357083678541839,0.33333333333333326,0.6841294298921418,0.5711462450592885
"frozenset({'HATE=OAG', 'ROLE=bully'})","frozenset({'SENTIMENT=NEG', 'TARGET=victim', 'mépris / haine=1', 'INTENTION=ATK'})",0.13414634146341464,0.2804878048780488,0.10365853658536585,0.7727272727272727,2.7549407114624502,1.0,0.0660321237358715,3.165853658536585,0.7357083678541839,0.33333333333333326,0.6841294298921418,0.5711462450592885
"frozenset({'HATE=OAG', 'ROLE=bully'})","frozenset({'TARGET=victim', 'mépris / haine=1', 'INTENTION=ATK'})",0.13414634146341464,0.2804878048780488,0.10365853658536585,0.7727272727272727,2.7549407114624502,1.0,0.0660321237358715,3.165853658536585,0.7357083678541839,0.33333333333333326,0.6841294298921418,0.5711462450592885
"frozenset({'CONTEXT=ATK', 'text_long', 'mépris / haine=1'})",frozenset({'TARGET=bully'}),0.13414634146341464,0.23170731707317074,0.08536585365853659,0.6363636363636365,2.746411483253589,1.0,0.05428316478286734,2.112804878048781,0.7344064386317907,0.3043478260869566,0.5266955266955269,0.5023923444976077
"frozenset({'CONTEXT=ATK', 'text_long', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'TARGET=bully'})",0.13414634146341464,0.23170731707317074,0.08536585365853659,0.6363636363636365,2.746411483253589,1.0,0.05428316478286734,2.112804878048781,0.7344064386317907,0.3043478260869566,0.5266955266955269,0.5023923444976077
"frozenset({'SENTIMENT=NEG', 'CONTEXT=ATK', 'text_long', 'mépris / haine=1'})",frozenset({'TARGET=bully'}),0.13414634146341464,0.23170731707317074,0.08536585365853659,0.6363636363636365,2.746411483253589,1.0,0.05428316478286734,2.112804878048781,0.7344064386317907,0.3043478260869566,0.5266955266955269,0.5023923444976077
"frozenset({'TARGET=bully', 'text_long', 'mépris / haine=1'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.11585365853658537,0.2682926829268293,0.08536585365853659,0.736842105263158,2.7464114832535884,1.0,0.05428316478286734,2.7804878048780495,0.7192118226600984,0.28571428571428575,0.6403508771929826,0.5275119617224882
"frozenset({'ROLE=victim_support', 'text_long'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.11585365853658537,0.2682926829268293,0.08536585365853659,0.736842105263158,2.7464114832535884,1.0,0.05428316478286734,2.7804878048780495,0.7192118226600984,0.28571428571428575,0.6403508771929826,0.5275119617224882
"frozenset({'HATE=OAG', 'ROLE=victim_support'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.11585365853658537,0.2682926829268293,0.08536585365853659,0.736842105263158,2.7464114832535884,1.0,0.05428316478286734,2.7804878048780495,0.7192118226600984,0.28571428571428575,0.6403508771929826,0.5275119617224882
"frozenset({'TARGET=bully', 'insulte=1'})","frozenset({'SENTIMENT=NEG', 'INTENTION=DFN'})",0.0975609756097561,0.34146341463414637,0.09146341463414634,0.9374999999999999,2.745535714285714,1.0,0.05814991076740035,10.536585365853638,0.7045045045045044,0.26315789473684204,0.9050925925925926,0.6026785714285714
"frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'CONTEXT=ATK', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'text_long'})",0.1402439024390244,0.23780487804878048,0.09146341463414634,0.6521739130434782,2.7424749163879594,1.0,0.058112730517549074,2.1913109756097553,0.7390070921985816,0.3191489361702127,0.5436521739130433,0.5183946488294313
"frozenset({'HATE=OAG', 'CONTEXT=ATK', 'TARGET=bully'})","frozenset({'INTENTION=DFN', 'text_long'})",0.1402439024390244,0.23780487804878048,0.09146341463414634,0.6521739130434782,2.7424749163879594,1.0,0.058112730517549074,2.1913109756097553,0.7390070921985816,0.3191489361702127,0.5436521739130433,0.5183946488294313
"frozenset({'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})",frozenset({'ROLE=victim_support'}),0.17682926829268292,0.20121951219512196,0.0975609756097561,0.5517241379310345,2.741901776384535,1.0,0.0619794765020821,1.7818949343339587,0.7717592592592593,0.34782608695652173,0.4387996841274019,0.5182863113897597
